,video_id,title,transcript
34,doy2BsHc-44,The most lightning-struck place on Earth - Graeme Anderson,"The epic poem ""La Dragontea"" describes how English explorer
Sir Francis Drake sailed across 
the Gulf of Venezuela in 1595. He was aiming for 
the nearby Lake Maracaibo, home to a colony of Spanish settlers
he planned to overthrow. But as Drake moved towards the mouth
of the lake under cover of darkness, his plot was suddenly 
and magnificently foiled. Huge flashes of lightning 
illuminated the landscape, exposing the fleet as if it were daytime, which warned the Spanish 
about his approach. Lake Maracaibo is 
the stormiest place on the planet. The massive body of water
at over 13,000 square kilometers is a place of almost perpetual storming. Thunderstorms rage above it
for up to 200 days of the year, each earsplitting event lasting
for several hours. Like everywhere else on Earth, lightning at Lake Maracaibo is the result
of opposing electrical charges that steadily build up 
inside storm clouds. Once there's a large enough difference
between charges either within the cloud or between the clouds
and the Earth below, it forms a spark that becomes
a lightning bolt. Lightning strikes the earth
about 350 million times per year, averaging out to eleven strikes a second. We know that thanks to satellites
up in space and sensors on the ground. We can also measure 
the Earth's lightning density, which is the frequency with which
lightning flashes in a square kilometer. Knowing where lightning strikes
and how often reveals the most 
lightning-rich places on Earth. In the polar regions, there may only be one strike
per several square kilometers each year. Meanwhile, lightning density 
at the equator averages out to tens of flashes
per square kilometer on account of the sun providing
more heat to drive storms. Yet nowhere can quite compare
with Lake Maracaibo, where lightning strikes an average
250 times per square kilometer, giving it the highest lightning density
of any place on Earth. A number of factors converge to create
the lake's seemingly everlasting storms. Firstly, Lake Maracaibo lies just 
ten degrees north of the Equator, so there's a wealth of solar energy
available to fuel the storms. Thunderstorms also require a supply
of water vapor to feed on, and having the warm waters
of the Caribbean so close by provides an endless supply. Finally, the lake's southern 
and western edges are bordered by two massive 
mountain ranges, and as cool winds surge
down these slopes, they force up warm air, destabilizing the atmosphere
and causing storm clouds to form. Together, these ingredients combine to give rise to the most awe-inspiring
thunderstorms on the planet, a true sight to behold. Centuries ago, Sir Francis Drake may have
cursed the lake's intense illumination, but today, sailors actually embrace
this phenomenon. They call it the Maracaibo Beacon, and use it as a natural lighthouse
to illuminate their path across the seas."
35,RAdNCIIYXvo,"When will the next mass extinction occur? - Borths, D'Emic, and Pritchard","About 66 million years ago, something terrible happened
to life on our planet. Ecosystems were hit with a double blow as massive volcanic eruptions filled
the atmosphere with carbon dioxide and an asteroid roughly the size
of Manhattan struck the Earth. The dust from the impact reduced or
stopped photosynthesis from many plants, starving herbivores and the carnivores
that preyed on them. Within a short time span, three-quarters of the world's species
disappeared forever, and the giant dinosaurs, flying pterosaurs, shelled squids, and marine reptiles 
that had flourished for ages faded into prehistory. It may seem like the dinosaurs
were especially unlucky, but extinctions of various severities have
occurred throughout the Earth's history, and are still happening 
all around us today. Environments change, pushing some species 
out of their comfort zones while creating new opportunities
for others. Invasive species arrive in new habitats,
outcompeting the natives. And in some cases, 
entire species are wiped out as a result of activity 
by better adapted organisms. Sometimes, however, massive changes
in the environment occur too quickly 
for most living creatures to adapt, causing thousands of species to die off
in a geological instant. We call this a mass extinction event, and although such events may be rare, paleontologists have been able 
to identify several of them through dramatic changes 
in the fossil record, where lineages that persisted
through several geological layers suddenly disappear. In fact, these mass extinctions are used
to divide the Earth's history into distinct periods. Although the disappearance 
of the dinosaurs is the best known mass extinction event, the largest occurred long before
dinosaurs ever existed. 252 million years ago,
between the Permian and Triassic periods, the Earth's land masses gathered together
into the single supercontinent Pangaea. As it coalesced, 
its interior was filled with deserts, while the single coastline eliminated
many of the shallow tropical seas where biodiversity thrived. Huge volcanic eruptions 
occurred across Siberia, coinciding with very high temperatures, suggesting a massive greenhouse effect. These catastrophes 
contributed to the extinction of 95% of species in the ocean, and on land, the strange 
reptiles of the Permian gave way to the ancestors of the 
far more familiar dinosaurs we know today. But mass extinctions are not just a thing
of the distant past. Over the last few million years, the fluctuation of massive ice sheets
at our planet's poles has caused sea levels to rise and fall, changing weather patterns
and ocean currents along the way. As the ice sheets spread, 
retreated, and returned, some animals were either 
able to adapt to the changes, or migrate to a more suitable environment. Others, however, 
such as giant ground sloths, giant hyenas, and mammoths went extinct. The extinction of these large mammals coincides with changes in the climate
and ecosystem due to the melting ice caps. But there is also 
an uncomfortable overlap with the rise of a certain hominid species
originating in Africa 150,000 years ago. In the course of their adaptation
to the new environment, creating new tools and methods
for gathering food and hunting prey, humans may not have single-handedly caused
the extinction of these large animals, as some were able to coexist with us
for thousands of years. But it's clear that today, our tools and methods 
have become so effective that humans are no longer reacting
to the environment, but are actively changing it. The extinction of species 
is a normal occurrence in the background of ecosystems. But studies suggest 
that rates of extinction today for many organisms are hundreds to thousands of times higher
than the normal background. But the same unique ability that makes
humans capable of driving mass extinctions can also enable us to prevent them. By learning about past extinction events, recognizing what is happening today
as environments change, and using this knowledge to lessen
our effect on other species, we can transform humanity's impact
on the world from something as destructive
as a massive asteroid into a collaborative part
of a biologically diverse future."
36,qYijAZWdnBk,How do we know what color dinosaurs were? - Len Bloch,"This is the microraptor, a carnivorous four-winged dinosaur
that was almost two-feet long, ate fish, and lived about 120 million years ago. Most of what we know about it
comes from fossils that look like this. So, is its coloration here 
just an artist's best guess? The answer is no. We know this shimmering 
black color is accurate because paleontologists have analyzed
clues contained within the fossil. But making sense of the evidence
requires careful examination of the fossil and a good understanding of the physics
of light and color. First of all, here's what we actually see
on the fossil: imprints of bones and feathers that have
left telltale mineral deposits. And from those imprints, we can determine that these 
microraptor feathers were similar to modern dinosaur,
as in bird, feathers. But what gives birds their signature
diverse colorations? Most feathers contain just one
or two dye-like pigments. The cardinal's bright red
comes from carotenoids, the same pigments 
that make carrots orange, while the black of its face
is from melanin, the pigment that colors our hair and skin. But in bird feathers,
melanin isn't simply a dye. It forms hollow nanostructures
called melanosomes which can shine in all the colors
of the rainbow. To understand how that works, it helps to remember 
some things about light. Light is basically a tiny electromagnetic
wave traveling through space. The top of a wave is called its crest and the distance between two crests
is called the wavelength. The crests in red light are about
700 billionths of a meter apart and the wavelength of purple light
is even shorter, about 400 billionths of a meter,
or 400 nanometers. When light hits the thin front surface
of a bird's hollow melanosome, some is reflected and some passes through. A portion of the transmitted light
then reflects off the back surface. The two reflected waves interact. Usually they cancel each other out, but when the wavelength
of the reflected light matches the distance between
the two reflections, they reinforce each other. Green light has a wavelength
of about 500 nanometers, so melanosomes that are 
about 500 nanometers across give off green light, thinner melanosomes give off purple light, and thicker ones give off red light. Of course, it's more complex than this. The melanosomes are packed together
inside cells, and other factors, like how the melanosomes are arranged 
within the feather, also matter. Let's return to the microraptor fossil. When scientists examined its feather 
imprints under a powerful microscope, they found nanostructures 
that look like melanosomes. X-ray analysis of the melanosomes
further supported that theory. They contained minerals that would
result from the decay of melanin. The scientists then chose 20 feathers
from one fossil and found that 
the melanosomes in all 20 looked alike, so they became pretty sure this dinosaur
was one solid color. They compared these microraptor
melanosomes to those of modern birds and found a close similarity,
though not a perfect match, to the iridescent teal feathers
found on duck wings. And by examining the exact size
and arrangement of the melanosomes, scientists determined that the feathers
were iridescent black. Now that we can determine
a fossilized feather's color, paleontologists are looking for more
fossils with well-preserved melanosomes. They've found that a lot of dinosaurs,
including velociraptor, probably had feathers, meaning that certain films might not be
so biologically accurate. Clever girls."
37,FwGH4gulLX4,The science of snowflakes - Maruša Bradač,"If you ever find yourself 
gazing at falling snow, why not catch a few snowflakes 
on your glove and examine their shapes? You might notice 
that they look symmetrical, and if you look closely, you'll see they have six sides. You could say a snowflake 
is simply frozen water, but compare one 
with an ice cube from the freezer, and you'll realize 
they're very different things. Unlike ice cubes, formed when liquid
freezes into a solid, snowflakes form when water vapor
turns straight into ice. But that still doesn't explain why
snowflakes have six sides. To understand that, we need to delve deeper 
into the physics of water. Water is made out of two hydrogen atoms
and one oxygen atom. A single water molecule 
thus has ten protons and ten electrons, eight from oxygen 
and one from each hydrogen atom. The two electrons 
from oxygen's outer shell are shared with two electrons
from both hydrogens as they bond together, and the remaining 
four outer shell electrons from oxygen form two pairs. We call the bonds between these atoms
covalent bonds. The pairs of electrons 
are all negatively charged. Similar charges repel, so they tend to stay as far away
from each other as possible. The pairs form four electron clouds, two of which are where the hydrogen
and oxygen share electrons. The repulsion between the unbonded pairs is even stronger than repulsion
between the shared pairs, so the two hydrogens 
get pushed a little further to an angle of 104.5 degrees. The water molecule as a whole
is electrically neutral, but oxygen gets 
a larger share of electrons, making it slightly negative
and the hydrogens slightly positive. Due to its negative charge, the oxygen in one molecule is attracted to the positive charge
of the hydrogen in another molecule. And so a weak bond 
between the two molecules, called a hydrogen bond,
is formed. When water freezes, this bonding
occurs on repeat, ultimately forming a hexagonal structure due to the angle between hydrogens
and oxygen within each molecule. This is the seed of a snowflake, and it retains a hexagonal shape
as it grows. As the snowflake moves through the air, water vapor molecules 
stick to the six sharp edges and expand the snowflake outwards,
bit by bit. A snowflake's developing shape depends
on atmospheric conditions, like humidity and temperature. As a snowflake falls, changes in weather conditions
can affect how it grows, and even small differences in the paths
two snowflakes take will differentiate their shapes. However, since conditions at the six 
sharp edges of one snowflake are similar, a symmetric snowflake can grow. Weather conditions 
affect snow on the ground, as well. Warmer ground temperatures produce
a wetter snow that is easier to pack because liquid water molecules
help snowflakes stick to each other. Melted snow also plays a critical role
in another wintry activity, skiing. Completely dry snow 
is very difficult to ski on because there's too much friction between
the jagged snowflakes and the ski surface. So what's happening is that as skis move, they rub the surface of the snow
and warm it up, creating a thin layer of water,
which helps them slide along. So technically, 
it's not really snow skiing, but water skiing. But it is true that 
no matter how hard you look, you're almost definitely not going to find
two identical snowflakes, and that's a mystery that scientists
are still trying to solve, though we know that it has to do with the many possible 
branching points in snowflake formation, and the differences 
in temperature and humidity, and while we wait for the answer, we can enjoy watching these tiny fractals
falling from the sky."
38,_1FY5kL_zXU,Do animals have language? - Michele Bishop,"All animals communicate. Crabs wave their claws at each other
to signal that they're healthy and ready to mate. Cuttlefish use pigmented skin cells
called chromatophores to create patterns on their skin
that act as camouflage or warnings to rivals. Honeybees perform complex dances to let other bees know the location
and quality of a food source. All of these animals have impressive
communication systems, but do they have language? To answer that question, we can look at four specific qualities
that are often associated with language: discreteness, grammar, productivity, and displacement. Discreteness means that there is a set
of individual units, such as sounds or words, that can be combined
to communicate new ideas, like a set of refrigerator poetry magnets
you can rearrange to create different phrases. Grammar provides a system of rules that tells you how to combine 
those individual units. Productivity is the ability 
to use language to create an infinite number of messages. And displacement is the ability 
to talk about things that aren't right in front of you, such as past, future, or fictional events. So, does animal communication exhibit 
any of these qualities? For crabs and cuttlefish, 
the answer is no. They don't combine their signals 
in creative ways. Those signals also don't have to be 
in a grammatical order, and they only communicate 
current conditions, like, ""I am healthy,"" 
or ""I am poisonous."" But some animals actually do display
some of these properties. Bees use the moves, angle, duration,
and intensity of their waggle dance to describe the location and richness
of a food source. That source is outside the hive, so they exhibit the property 
of displacement. They share that language trait
with prairie dogs, which live in towns of thousands, and are hunted by coyotes, hawks,
badgers, snakes, and humans. Their alarms calls indicate
the predator's size, shape, speed, and, even for human predators,
what the person is wearing and if he's carrying a gun. Great apes, like chimps and gorillas,
are great communicators, too. Some have even learned 
a modified sign language. A chimpanzee named Washoe
demonstrated discreteness by combining multiple signs
into original phrases, like, ""Please open. Hurry."" Coco, a female gorilla who understands
more than 1000 signs, and around 2000 words of spoken English referred to a beloved kitten 
that had died. In doing so, she displayed displacement, though it's worth noting that the apes
in both of these examples were using a human communication system, not one that appeared 
naturally in the wild. There are many other examples
of sophisticated animal communication, such as in dolphins, which use whistles to identify age, 
location, names, and gender. They can also understand some grammar in a gestural language researchers use
to communicate with them. However, grammar is not seen 
in the dolphin's natural communication. While these communication systems may have some of the qualities 
of language we've identified, none display all four. Even Washoe and Coco's impressive 
abilities are still outpaced by the language skills 
of most three-year-old humans. And animals' topics of conversation
are usually limited. Bees talk about food, prairie dogs talk about predators, and crabs talk about themselves. Human language stands alone due to the powerful combination
of grammar and productivity, on top of discreteness and displacement. The human brain can take 
a finite number of elements and create an infinite number of messages. We can craft and understand 
complex sentences, as well as words that have never
been spoken before. We can use language to communicate
about an endless range of subjects, talk about imaginary things, and even lie. Research continues to reveal more
and more about animal communication. It may turn out that human language
and animal communication aren't entirely different
but exist on a continuum. After all, we are all animals."
39,05PpTqtGhGU,How smart are dolphins? - Lori Marino,"In 1985, three researchers on 
a dolphin-studying expedition got a little bored. To lighten things up, one pretended
to be Poseidon by placing a seaweed garland on his head
and then throwing it into the ocean. Moments later, a dolphin surfaced
with the seaweed crowning her head. Sure, this could have been a coincidence, but it's also entirely possible that
the dolphin was mimicking the scientist. That's because dolphins are one
of the smartest animals species on Earth. So exactly how smart are they? Like whales and porpoises, dolphins belong to the group
of aquatic mammals known as cetaceans
who comprise 86 different species, and share a common link with ungulates,
or hoofed animals. Originally land mammals, the first cetaceans entered the water
about 55 million years ago as large predators with sharp teeth. Then, a shift in ocean temperatures
about 35 million years ago reduced the availability of prey. One group of cetaceans who survived
this distruption, the odontocetes, wound up smaller
with less sharp teeth, but also larger and more complex brains that allowed for complex 
social relationships, as well as echolocation to navigate
and communicate. Jump ahead to the present, and modern dolphins' brains are so large
that their encephalization quotient, their brain size compared to the average
for their body size, is second only to humans. Dolphins have evolved to survive through their ability to form 
complex social networks that hunt, ward off rivals,
and raise offspring together. For example, one group of Florida dolphins practices a sophisticated form
of cooperation to hunt fish. A dolphin designated 
as ""the net-maker"" kicks up mud while another gives the signal for the other dolphins to simultaneously
line up and catch the escaping fish. Achieving a goal like this requires
deliberate planning and cooperation, which, in turn, requires some form
of intentional communication. Dolphins pass down their communication
methods and other skills from generation to generation. Different dolphin populations exhibit
variations in greetings, hunting strategies,
and other behaviors. This sort of cultural transmission
even extends to tool use. One group of bottlenose dolphins
off the Australian coast nicknamed The Dolphin Sponge Club, has learned how to cover their rostrums
with sponges when rooting in sharp corals, passing the knowledge 
from mother to daughter. Dolphins have even demonstrated
language comprehension. When taught a language based on
whistles and hand gestures, they not only understood
what the signals meant, but that their order had meaning: the difference between 
bringing the ball to the hoop and bringing the hoop to the ball. So they were able to process two
of the main elements of human language: symbols that stand 
for objects and actions, and syntax that governs 
how they are structured. Dolphins are also one of the few species
who pass the mirror test. By recognizing themselves in mirrors,
they indicate physical self-awareness, and research shows they can recognize
not just their bodies, but also their own thoughts,
a property called metacognition. In one study, 
dolphins comparing two sounds could indicate a same, different,
or uncertain response. Just like humans, they indicated uncertainty
more often with difficult trials, suggesting they're aware 
of what they know, and how confident they feel
about that knowledge. But some of the most amazing things
about dolphins are their senses of empathy, altruism,
and attachment. The habit of helping injured individuals
extends across the species barrier as evidenced by the many accounts of dolphins carrying humans
to the surface to breathe. And like us, dolphins mourn their dead. When we consider all the evidence, we may wonder why humans still hunt
dolphins for meat, endanger them through fishing
and pollution, or imprison them to perform tricks. The ultimate question may not be
whether dolphins are intelligent and complex beings, but whether humans can empathize with them
enough to keep them safe and free."
40,PddQvyiBfdc,What happens when continents collide? - Juan D. Carrillo,"Tens of millions of years ago, a force of nature set two giant masses
on an unavoidable collision course that would change the face of the Earth and spell life or death 
for thousands of species. The force of nature was plate tectonics, and the bodies were 
North and South America. And even though 
they were hurdling towards each other at an underwhelming 2.5 cm per year, their collision actually did have massive
biological reprocussions by causing one of the greatest episodes of
biological migration in Earth's history: The Great American Biotic Interchange. Our story begins 65 million years ago,
the beginning of the age of mammals, when what is now North and South America were continents separated 
by a marine connection between the Pacific and Atlantic Oceans. During this time, South America
was the home of fauna that included armored glyptodonts
as large as compact cars, giant ground sloths
weighing more than a ton, opossums, monkeys,
and carnivorous terror birds. North America had its own species, such as horses, bears,
and saber-toothed cats. Over 20 million years, the shifting
of the Farallon and Caribbean Plates produced the Central America Volcanic Arc,
a peninsula connected to North America, with only a very narrow seaway
separating it from South America. As these plates continued
to surf the Earth's magma layer far beneath the Pacific Ocean floor, the Caribbean Plate migrated eastward, and about 15 million years ago, South America finally collided with 
this Central American Arc. This gradually closed the water connection
between the Pacific and the Caribbean, creating a land bridge, which connected North America 
to South America. Terrestrial organisms could now
cross between the two continents, and from the fossil records, it's evident that different waves
of their dispersals took place. Even though plants don't physically move, they are easily dispersed 
by wind and waves, so they migrated first,
along with a few species of birds. They were followed 
by some freshwater fishes and amphibians, and finally, various mammals
began to traverse the bridge. From South America, mammals like
ground sloths and glyptodonts were widly distributed in North America. Moreover, many South American
tropical mammals, like monkeys and bats,
colonized the forests of Central America, and are very abundant today. South American predator marsupials
went extinct 3 million years ago, at which point North American predators,
such as cats, bears and foxes, migrated south and occupied 
the ecological space left behind. Horses, llamas, tapirs, cougars,
saber-toothed cats, gomphotheres, and later humans also headed
south across the land bridge. But what happened on land
is only half the story. What had been one giant ocean
was now two, creating differences in temperature
and salinity for the two bodies of water. The isthmus also became a barrier
for many marine organisms, like mollusks, crustaceans, foraminifera,
bryozoans, and fish, and separated the populations
of many marine species. It also allowed the establishment
of the thermohaline circulation, a global water conveyor belt, which transports warm water
across the Atlantic, and influences the climate
of the East Coast of North America, the West Coast of Europe,
and many other areas. It's a challenge to track all of the ways the collision of the Americas 
changed the world, but it's safe to say that the ripples
of the Great American Biotic Interchange have propagated through
the history of life on the planet, and that of mankind. What if these species hadn't gone extinct, or if there were no monkeys 
in Central America, or jaguars in South America? What if the thermohaline circulation
wasn't flowing? Would the East Coast of North America
be much colder? It all goes to show some of the most
impactful transformations of our planet aren't the explosive ones
that happen in an instant, but the ones that crawl towards
irreversible change. We are the product of history."
41,Pu_ijC8HFRU,How does a jellyfish sting? - Neosha S Kashef,"You're swimming in the ocean
when something brushes your leg. When the tingling sets in, you realize you've been stung 
by a jellyfish. How do these beautiful, gelatinous
creatures pack such a painful punch? Jellyfish are soft 
because they are 95% water and are mostly made of a translucent 
gel-like substance called mesoglea. With such delicate bodies, they rely on thousands of venom-containing
stinging cells called cnidocytes for protection and prey capture. Even baby jellyfish, 
the size of a pencil eraser, have the ability to sting. Larval jellyfish, ephyrae, look like
tiny flowers pulsating in the sea. As they grow, they become umbrella-shaped
with a bell at the top and descending tentacles 
around the margin. The largest species of jellyfish,
the lion's mane, has tentacles that can extend 
more than 100 feet, longer than a blue whale. These tentacles contain 
most of the stinging cells, although some species have them
on their bells, too. Venom is ejected via a nematocyst, a whip-like hollow tubule, which lies coiled under 
high osmotic pressure. When mechanical or chemical stimuli
activate an external trigger, the lid of the cell pops open
and sea water rushes in. This forces a microscopic barbed
harpoon to shoot out, penetrate and inject 
venom into its victim. Nematocyst discharge can occur
in less than a millionth of a second, making it one of nature's fastest
biomechanical processes. Nematocysts can continue
to fire even after a jellyfish has died, so it's important to remove
lingering tentacles stuck to the skin. Rinsing with vinegar will usually render
undischarged nematocysts inactive. Seawater can also help 
remove residual nematocysts. But don't use fresh water
because any change in salt balance alters the osmotic pressure 
outside of the cnidocyte and will trigger the nematocyst to fire. That's why urinating on the affected area,
a common folk remedy, may do more harm that good,
depending on the composition of the urine. Most jellyfish stings 
are a painful nuisance, but some can be deadly. An Indo-Pacific box jelly,
also called a sea wasp, releases venom which can cause
contraction of the heart muscles and rapid death in large doses. There's an anti-venom,
but the venom is fast-acting, so you'd need immediate 
medical intervention. Despite the impressive power
in their tentacles, jellies aren't invincible. Their stinging cells are no match
for the armor of thick-skin predators, like the leatherback turtle
and ocean sunfish. These predators both have adaptations
that prevents slippery jellyfish from escaping after they are engulfed: backwards pointing spines 
in the turtle's mouth and esophagus and recurved teeth 
behind the sunfish's cheeks. Even tiny lobster slipper larvae
can cling to the bell of a jellyfish and hitch a ride, snacking on the jelly while they preserve
their own energy for growth. Small agile fish use the jellies
as moving reefs for protection, darting between tentacles
without ever touching them. Nudibranchs, which are sea slugs
covered in protective slime, can actually steal the jelly's defenses
by eating the cnidocytes and transferring them 
to specialized sacks for later use, as weapons against their own predators. Even humans might benefit
from the sting of a jellyfish one day. Scientists are working on manipulating
cnidocytes to deliver medicine, with nematocysts rarely 3% of the size
of a typical syringe needle. So, the next time you're out 
in the ocean, be careful. But also, take a second 
to marvel at its wonders."
42,3jIW5wW2WC0,How plants tell time - Dasha Savage,"In the 18th century, Swedish botanist Carolus Linnaeus
designed the flower clock, a timepiece made of flowering plants that bloom and close 
at specific times of day. Linnaeus's plan wasn't perfect,
but the idea behind it was correct. Flowers can indeed sense time,
after a fashion. Mornings glories unfurl their petals
like clockwork in the early morning. A closing white water lily 
signals that it's late afternoon, and moon flowers, as the name suggests,
only bloom under the night sky. But what gives plants 
this innate sense of time? It's not just plants, in fact. Many organisms on Earth
have a seemingly inherent awareness of where they are in the day's cycle. That's because of circadian rhythms, the internal timekeepers
that tick away inside many living things. These biological clocks allow organisms
to keep track of time and pick up on environmental cues
that help them adapt. That's important, because the planet's
rotations and revolutions put us in a state of constant flux, although it plays out in a repetitive,
predictable way. Circadian rhythms incorporate various cues to regulate when an organism 
should wake and sleep, and perform certain activities. For plants, light and temperature
are the cues which trigger reactions that play out at a molecular scale. The cells in stems, leaves, and flowers
contain phytochromes, tiny molecules that detect light. When that happens, phytochromes
initiate a chain of chemical reactions, passing the message down 
into the cellular nuclei. There, transcription factors trigger
the manufacture of proteins required to carry out 
light-dependent processes, like photosynthesis. These phytochromes not only sense
the amount of light the plant receives, but can also detect tiny differences in the distribution of wavelengths 
the plant takes in. With this fine-tuned sensing, phytochromes allow the plant
to discern both time, the difference between 
the middle of the day and the evening, and place, whether 
it is in direct sunlight or shade, enabling the plant to match
its chemical reactions to its environment. This makes for early risers. A few hours before sunrise,
a typical plant is already active, creating mRNA templates 
for its photosynthesizing machinery. As the phytochromes 
detect increasing sunlight, the plant readies 
its light-capturing molecules so it can photosynthesize
and grow throughout the morning. After harvesting their morning light, plants use the rest of the day
to build long chains of energy in the form of glucose polymers, 
like starch. The sun sets, and the day's work is done, though a plant is anything 
but inactive at night. In the absence of sunlight, they metabolize and grow, breaking down the starch from 
the previous day's energy harvest. Many plants have seasonal rhythms as well. As spring melts the winter frost, phytochromes sense the longer days
and increasing light, and a currently unknown mechanism
detects the temperature change. These systems pass the news
throughout the plant and make it produce blooming flowers in preparation for the pollinators
brought out by warmer weather. Circadian rhythms act as a link
between a plant and its environment. These oscillations come 
from the plants themselves. Each one has a default rhythm. Even so, these clocks 
can adapt their oscillations to environmental changes and cues. On a planet that's in constant flux, it's the circadian rhythms that enable
a plant to stay true to its schedule and to keep its own time."
43,GK_vRtHJZu4,Why is biodiversity so important? - Kim Preshoff,"Our planet's diverse thriving ecosystems
may seem like permanent fixtures, but they're actually 
vulnerable to collapse. Jungles can become deserts, and reefs can become lifeless rocks, even without cataclysmic events, 
like volcanoes and asteroids. What makes one ecosystem strong
and another weak in the face of change? The answer, to a large extent,
is biodiversity. Biodiversity is built out 
of three intertwined features: ecosystem diversity, species diversity, and genetic diversity. The more intertwining 
there is between these features, the denser and more resilient 
the weave becomes. Take the Amazon rainforest, one of the most biodiverse 
regions on Earth due to its complex ecosystems, huge mix of species, and the genetic variety 
within those species. Here are tangled liana vines, which crawl up from the forest floor 
to the canopy, intertwining with treetops and growing thick wooden stems
that support these towering trees. Helped along by the vines, trees provide the seeds, fruits
and leaves to herbivores, such as the tapir and the agouti, which disperse their seeds
throughout the forest so they can grow. Leftovers are consumed 
by the millions of insects that decompose and recycle nutrients
to create rich soil. The rainforest is a huge system filled
with many smaller systems, like this, each packed with interconnected species. Every link provides stability to the next, strengthening biodiversity's weave. That weave is further reinforced by the genetic diversity 
within individual species, which allows them to cope with changes. Species that lack genetic diversity
due to isolation or low population numbers, are much more vulnerable 
to fluctuations caused by climate change, disease
or habitat fragmentation. Whenever a species disappears
because of its weakened gene pool, a knot is untied 
and parts of the net disintegrate. So, what if we were to remove one species
from the rainforest? Would the system fall apart? Probably not. The volume of species, their genetic diversity, and the complexity of the ecosystems form such rich biodiversity in this forest that one species gap in the weave
won't cause it to unravel. The forest can stay resilient
and recover from change. But that's not true in every case. In some environments, taking away
just one important component can undermine the entire system. Take coral reefs, for instance. Many organisms in a reef
are dependent on the coral. It provides key microhabitats,
shelter and breeding grounds for thousand of species of fish,
crustaceans and mollusks. Corals also form interdependent 
relationships with fungi and bacteria. The coral itself is a loom that allows the tangled net 
of biodiversity to be woven. That makes coral a keystone organism, one that many others depend on
for their suvival. So what happens when destructive
fishing practices, pollution and ocean acidification weaken coral 
or even kill it altogether? Exactly what you might think. The loss of this keystone species
leaves its dependents at a loss, too, threatening the entire fabric of the reef. Ecosystem, species
and genetic diversity together form the complex tangled weave
of biodiversity that is vital for the survival 
of organisms on Earth. We humans are woven 
into this biodiversity, too. When just a few strands are lost, our own well-being is threatened. Cut too many links,
and we risk unraveling it all. What the future brings is unpredictable, but biodiversity can give 
us an insurance policy, Earth's own safety net 
to safeguard our survival."
44,yc2-363MIQs,The science of static electricity - Anuradha Bhagwat,"It can strike without warning,
at any moment. You may be walking across a soft carpet
and reaching for the door knob when suddenly...zap! To understand static electricity, we first need to know a bit
about the nature of matter. All matter is made up of atoms that consist of three 
types of smaller particles: negatively charged electrons, positively charged protons, and neutral neutrons. Normally, the electrons and protons
in an atom balance out, which is why most matter you come across
is electrically neutral. But electrons are tiny 
and almost insignificant in mass, and rubbing or friction can give
loosely bound electrons enough energy to leave their atoms
and attach to others, migrating between different surfaces. When this happens, the first object is left 
with more protons than electrons and becomes positively charged, while the one with more electrons
accumulates a negative charge. This situation is called
a charge imbalance, or net charge separation. But nature tends towards balance, so when one of these newly charged bodies
comes into contact with another material, the mobile electrons 
will take the first chance they get to go where they're most needed, either jumping off the negatively
charged object, or jumping onto 
the positively charged one in an attempt to restore 
the neutral charge equilibrium. And this quick movement of electrons,
called static discharge, is what we recognize as that sudden spark. This process doesn't happen 
with just any objects. Otherwise you'd be getting 
zapped all the time. Conductors like metals and salt water tend to have loosely 
bound outer electrons, which can easily flow between molecules. On the other hand, insulators 
like plastics, rubber and glass have tightly bound electrons
that won't readily jump to other atoms. Static build-up is most likely to occur when one of the materials involved
is an insulator. When you walk across a rug, electrons from your body
will rub off onto it, while the rug's insulating wool
will resist losing its own electrons. Although your body and the rug
together are still electrically neutral, there is now a charge polarization
between the two. And when you reach to touch the door knob, zap! The metal door knob's loosely 
bound electrons hop to your hand to replace the electrons 
your body has lost. When it happens in your bedroom,
it's a minor nuisance. But in the great outdoors, static electricity can be a terrifying,
destructive force of nature. In certain conditions,
charge separation will occur in clouds. We don't know exactly how this happens. It may have to do with the circulation
of water droplets and ice particles within them. Regardless, the charge 
imbalance is neutralized by being released towards another body, such as a building, the Earth, or another cloud in a giant spark
that we know as lightning. And just as your fingers can be zapped
over and over in the same spot, you better believe that lightning 
can strike the same place more than once."
